question,long_answer,short_answers
when does kc undercover season 3 episode 10 air,N/A,['N/A']
where does the ohio river and the mississippi river meet,N/A,['N/A']
who is credited as being the world's first published musicologist,N/A,['N/A']
what is the advantage of genetic recombination as a mode of reproduction in bacteria,N/A,['N/A']
when did primates appear in the fossil record,N/A,['N/A']
don't let perfect be the enemy of good enough,N/A,['N/A']
how far is daytona fl from jacksonville fl,N/A,['N/A']
who was the actor that played ben stone on law and order,N/A,['N/A']
fundamental duties of the constitution have been taken from,N/A,['N/A']
what happened to fisk in daredevil season 1,N/A,['N/A']
what do you mean by health care services,N/A,['N/A']
luke bryan you can crash my party anytime,N/A,['N/A']
where is tigris river located on the world map,N/A,['N/A']
where is the amazon river located in south america,N/A,['N/A']
where do the phaeacians live in the odyssey,N/A,['N/A']
who did ku beat in football this year,N/A,['N/A']
who invented the glasses that give sight to the blind,N/A,['N/A']
do i have to show id to police in florida,N/A,['N/A']
when it is winters in delhi how will the weather be in chennai,N/A,['N/A']
when do we find out luke and leia are siblings,N/A,['N/A']
what is rett's disorder and childhood disintegrative disorder,N/A,['N/A']
who wrote the original little red riding hood story,N/A,['N/A']
what are the four main types of precipitation,N/A,['N/A']
who won the men's ice skating 2018,N/A,['N/A']
what happens when you dont rotate your tires,N/A,['N/A']
where is the show my big fat fabulous life filmed,N/A,['N/A']
where was you're only young twice filmed,N/A,['N/A']
number of employees in the department of health and human services,N/A,['N/A']
give a reason why the pioneer column built laagers at night,N/A,['N/A']
which is the fastest train in india and what is its speed,N/A,['N/A']
who are the permanent member of un security council,N/A,['N/A']
when did the drinking age change in the uk,N/A,['N/A']
what is the enrollment at university of miami,N/A,['N/A']
who was the commander of the war of 1812,N/A,['N/A']
what is the average height of a chinese man,N/A,['N/A']
jikkyou power pro wrestling '96 - max voltage,N/A,['N/A']
a concave mirror can form a real image which is a copy of an object that forms,N/A,['N/A']
what is the average temperature on earth day and night,N/A,['N/A']
which abbott and costello movie has who on first,N/A,['N/A']
what was the name of the confederate strategy during the civil war,N/A,['N/A']
who does the voice of the beast in the new movie,N/A,['N/A']
when did the first wireless beats come out,N/A,['N/A']
prime minister of india without becoming a union cabinet minister,N/A,['N/A']
how did the california gold rush affect the growth of california,N/A,['N/A']
what does the american flag with one red strip mean,N/A,['N/A']
what is the hierarchy of the episcopal church,N/A,['N/A']
how old was tommen when he married margaery,N/A,['N/A']
when did the first pair of yeezys come out,N/A,['N/A']
who wrote the song be thankful for what you got,N/A,['N/A']
where did they film the show the crossing,N/A,['N/A']
when was the movie cool hand luke made,N/A,['N/A']
who says that which we call a rose,N/A,['N/A']
who proposed the first accurate model of dna,N/A,['N/A']
when does finding your roots air on pbs,N/A,['N/A']
what are the two large plains located on the eastern side of china,N/A,['N/A']
where is the hero golf challenge being played,N/A,['N/A']
who has the most sacks in college football,N/A,['N/A']
3. in what different ways was colonial rule established in various parts of africa and asia,N/A,['N/A']
where did will smith spent most of his days,N/A,['N/A']
when did congress passes legislation to fund the national cancer institute,N/A,['N/A']
who makes history the leader or the mass movement,N/A,['N/A']
when does the next allegiant movie come out,N/A,['N/A']
when was the last time real madrid lost at home,N/A,['N/A']
where did the phrase tastes like chicken come from,N/A,['N/A']
kim university formerly kigali institute of management (kim),N/A,['N/A']
who is santa at melbourne carols by candlelight,N/A,['N/A']
what is the minimum wage in france per hour,N/A,['N/A']
who is the cast of despicable me 3,N/A,['N/A']
when was modem invented and in which country,N/A,['N/A']
who wrote put your hand in the hand of the man who stilled the water,N/A,['N/A']
who presides over the joint sessions of parliament,N/A,['N/A']
what is said to be the earliest gothic structure in france who was the director of its construction,N/A,['N/A']
who was the president of pakistan during 1971 war,N/A,['N/A']
who is the girl in the hinder video lips of an angel,N/A,['N/A']
who gives the speech at the end of stuck on you,N/A,['N/A']
workers revolt the great cat massacre of the rue saint-séverin,N/A,['N/A']
is there going to be an earth to echo 2,N/A,['N/A']
who helped the british in the french and indian war,N/A,['N/A']
which animal is the carrier of the h1n1 virus,N/A,['N/A']
which type of fire detector uses the effect of smoke on a light source and photo-electric cell,N/A,['N/A']
who has man city drawn with this season,N/A,['N/A']
when did the romanticism period start and end,N/A,['N/A']
when do federal and state courts have concurrent jurisdiction,N/A,['N/A']
when does dna replication occur in prokaryotes and eukaryotes,N/A,['N/A']
who sings ive loved you for a thousand years,N/A,['N/A']
when was the last episode of the flash aired,N/A,['N/A']
who stole the mona lisa from the louvre in 1911,N/A,['N/A']
top 10 air defence systems in the world,N/A,['N/A']
what does the number at the beginning of sesame street mean,N/A,['N/A']
when was the last time stock market crashed,N/A,['N/A']
in sonata-allegro form the second theme is typically in a contrasting mood with the first,N/A,['N/A']
who sings far from the home i love in fiddler on the roof,N/A,['N/A']
when did billy don't be a hero come out,N/A,['N/A']
who is mowgli's main enemy in the jungle book,N/A,['N/A']
how much were the actors in the office paid,N/A,['N/A']
when did the tradition of self government began in america,N/A,['N/A']
where did they film the theory of everything,N/A,['N/A']
who wrote somewhere there's a place for us,N/A,['N/A']
who is credited with the invention of e mail,N/A,['N/A']
who wrote broken home by 5 seconds of summer,N/A,['N/A']
actor who played caesar in dawn of the planet of the apes,N/A,['N/A']
what information is displayed in clear text from the ftp header,N/A,['N/A']
diving at the 1988 summer olympics men's 10 metre platform,N/A,['N/A']
what is the torah portion of the week,N/A,['N/A']
what is the difference between pangea and rodinia,N/A,['N/A']
what is the name of son of lord krishna,N/A,['N/A']
who is considered as architect of india constitution,N/A,['N/A']
where did most of the fighting take place in ww2,N/A,['N/A']
who sang with eternal on i wanna be the only one,N/A,['N/A']
what is an international system in international relations,N/A,['N/A']
who was elected the president of constituent assembly,N/A,['N/A']
how far is the foul line from the basket in high school,N/A,['N/A']
25 common indian vegetables and their english names,N/A,['N/A']
can i get kiss fm in my car,N/A,['N/A']
what is the name of the gap between two front teeth,N/A,['N/A']
what are the major horse races in the us,N/A,['N/A']
deep water fishing boat with many baited hooks,N/A,['N/A']
who drove the number 18 car in nascar,N/A,['N/A']
grand funk railroad i'm getting closer to my home,N/A,['N/A']
hunter college of the city of new york,N/A,['N/A']
how many steps does the cn tower have,N/A,['N/A']
what is the meaning of the oklahoma flag,N/A,['N/A']
simple minds live in the city of light album cover,N/A,['N/A']
where has the phonograph been used throughout history,N/A,['N/A']
when did south sudan join east african community,N/A,['N/A']
when did cricket go to 6 ball overs,N/A,['N/A']
who votes in the speaker of the house,N/A,['N/A']
where is so you think you can dance filmed 2017,N/A,['N/A']
role of foreign nations in the civil war,N/A,['N/A']
when do the north carolina tar heels basketball team play again,N/A,['N/A']
how did the bessemer process help start the industrial revolution,N/A,['N/A']
what are the different types of non communicable disease,N/A,['N/A']
who plays steve's wife on my three sons,N/A,['N/A']
reap what you sow aurora teagarden mystery cast,N/A,['N/A']
the chinese dragons are protectors of how many seas diggy,N/A,['N/A']
what is the meaning of gorakh dhanda in urdu,N/A,['N/A']
the 109th amendment of the indian constitution relates to,N/A,['N/A']
where were the soviet missiles located in cuba,N/A,['N/A']
who was the first to say i'm going to disney world,N/A,['N/A']
votes required to pass a bill in indian parliament,N/A,['N/A']
did the jacksonville jaguars ever make it to the superbowl,N/A,['N/A']
where did the phrase how now brown cow come from,N/A,['N/A']
who signed the largest on the declaration of independence,N/A,['N/A']
when was the r10+20 summit in rio de janeiro held,N/A,['N/A']
all time highest goal scorer in spain national team,N/A,['N/A']
where did the book small steps take place,N/A,['N/A']
when was the last time minnesota vikings was in the super bowl,N/A,['N/A']
who won best actor and actress for the academy awards,N/A,['N/A']
what was the population of new zealand in 1917,N/A,['N/A']
what is belle's real name in beauty and the beast,N/A,['N/A']
location of khasi hills on map of india,N/A,['N/A']
who has won 2017 women's singles korean open series badminton championship,N/A,['N/A']
why is ireland not a member of the commonwealth,N/A,['N/A']
summarize the structure and function of the cell membrane,N/A,['N/A']
how many episodes are in season 7 of pretty little liars,N/A,['N/A']
where did the term 'robot' come from,N/A,['N/A']
three largest cities in the world by population,N/A,['N/A']
where is south pole located on a map,N/A,['N/A']
prior to 1948 north and south vietnam were a part of,N/A,['N/A']
wal-mart is a prime example of which type organization,N/A,['N/A']
where do the florida marlins have spring training,N/A,['N/A']
what are the wishes in the monkey's paw,N/A,['N/A']
when does star trek discovery season 1 end,N/A,['N/A']
friends the one with the superbowl part 2,N/A,['N/A']
how would you describe light generated by heating pure elements,N/A,['N/A']
answer parts a and b for a community that has 95 senior citizens,N/A,['N/A']
what's the difference between national and international news,N/A,['N/A']
who is the director of nightmare before christmas,N/A,['N/A']
tiger shroff and shraddha kapoor new movie name,N/A,['N/A']
what happened in the last episode of ghost whisperer,N/A,['N/A']
